remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
oferta_unica@promociones.com;cliente1@gmail.com,cliente2@outlook.com;¡Aprovecha esta oferta!;No te pierdas esta increible oferta. Click aqui para ver mas detalles [enlace];2024-03-05 17:30:00;1;sospechoso;2;1;0.2;Fail;1;0;2;0;SPAM
atencion_cliente@empresa.com.co;cliente@gmail.com;Solicitud de información;Gracias por su solicitud de información. Nos contactaremos con usted pronto.;2024-03-08 16:00:00;0;comun;1;0;0.95;Pass;0;0;0;0;HAM
factura@empresa.com;cliente@outlook.com;Factura N° 12345;Adjunto encontrará su factura N° 12345.;2024-03-07 10:15:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
notificaciones@seguridad.com;usuario1@gmail.com;Alerta de seguridad;Hemos detectado actividad sospechosa en su cuenta.;2024-03-09 14:30:00;2;sospechoso;1;1;0.2;Fail;1;0;2;1;SPAM
promociones@tienda.com.co;cliente@gmail.com,otro_cliente@hotmail.com;Descuento especial;Aprovecha nuestro descuento especial del 50%.;2024-03-10 11:00:00;1;comun;2;1;0.5;Neutral;1;0;1;0;SPAM
ganar_dinero@rapido.com;usuario@gmail.com,otro@hotmail.com,tercero@yahoo.com;Gane dinero fácil!;¡Gane dinero fácil y rápido! Haga clic aquí [enlace malicioso].;2024-03-06 08:00:00;3;lista_negra;3;2;0.3;Fail;1;1;4;1;SPAM
soporte@empresa.com.co;usuario@gmail.com;Su consulta ha sido recibida;Gracias por contactarnos. Nos comunicaremos pronto.;2024-03-05 19:45:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
correo_electronico@dominio.com;usuario1@gmail.com,usuario2@outlook.com;Oferta irresistible;No te pierdas esta oferta irresistible!;2024-03-08 20:00:00;1;sospechoso;2;1;0.3;Fail;1;0;1;0;SPAM
info@negocio.com.co;usuario@gmail.com;Información importante;Información importante sobre su cuenta.;2024-03-07 13:15:00;0;comun;1;0;0.8;Pass;0;0;0;0;HAM
oferta_increible@correo.com;usuario1@gmail.com,usuario2@hotmail.com,usuario3@yahoo.com;¡Oferta limitada!;¡Aprovecha esta oferta limitada! Haga clic aquí: [enlace sospechoso];2024-03-09 17:45:00;2;sospechoso;3;2;0.2;Fail;1;1;3;1;SPAM
premio_grande@suerte.com;usuario@gmail.com;¡Ha ganado un premio!;¡Ha ganado un gran premio! Reclámelo aquí: [enlace];2024-03-10 21:30:00;3;lista_negra;1;1;0.1;Fail;1;1;4;1;SPAM
correo_confidencial@servidor.com;usuario@outlook.com;Información urgente;Información urgente que necesita ver.;2024-03-06 15:00:00;1;sospechoso;1;1;0.2;Fail;1;0;2;1;SPAM
notificacion_sistema@sistema.com;usuario@gmail.com;Actualizacion del sistema;Por favor actualice su sistema.;2024-03-05 10:00:00;1;comun;1;0;0.6;Neutral;1;0;1;0;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
banco_colombia@email.com;usuario1@gmail.com,usuario2@hotmail.com;¡Gane un premio!;Felicidades!! Ganaste un premio de $10.000.000. Haz clic aquí para reclamarlo: [enlace sospechoso];2024-07-26 10:30:00;5;sospechoso;2;1;0.2;Fail;1;1;3;1;SPAM
ofertas_increibles@promo.net;usuario3@yahoo.com;Oferta imperdible!;Aprovecha nuestra oferta limitada, ¡solo por hoy!  Inscríbete aquí: [enlace sospechoso];2024-07-26 12:15:00;4;sospechoso;1;2;0.1;Fail;1;0;2;0;SPAM
soporte_tecnico@microsoft.com.co;usuario4@gmail.com;Problema con tu cuenta;Hemos detectado actividad sospechosa en tu cuenta. Verifica tu información aquí:[enlace sospechoso];2024-07-26 14:45:00;3;sospechoso;1;1;0.3;Fail;1;0;1;0;SPAM
amigo@gmail.com;amigo@gmail.com;Cena el sábado;¿Estás libre el sábado para cenar? Te invito.;2024-07-26 16:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
notificaciones@empresa.com;usuario5@hotmail.com;Actualización de pedido;Tu pedido ha sido actualizado. Haz clic aquí para ver el detalle: [enlace seguro];2024-07-26 18:30:00;1;comun;1;1;0.7;Pass;0;0;0;0;HAM
ganador_premio@correo.com;usuario6@gmail.com,usuario7@yahoo.com,usuario8@hotmail.com;¡Premio millonario!;¡Felicitaciones! Has ganado un premio millonario. Reclámalo aquí: [enlace sospechoso];2024-07-27 09:00:00;6;lista_negra;3;3;0.1;Fail;1;1;4;1;SPAM
ventas@empresa.com;cliente1@gmail.com;Nueva promoción;¡Aprovecha nuestra nueva promoción con descuentos increíbles!;2024-07-27 11:45:00;1;comun;1;1;0.8;Pass;0;0;1;0;HAM
infectado@virus.com;usuario9@gmail.com,usuario10@hotmail.com,usuario11@yahoo.com;Descarga Gratuita;Descarga gratis nuestro software, ¡haz clic aquí!: [enlace malicioso];2024-07-27 13:30:00;4;lista_negra;3;2;0.2;Fail;1;1;2;1;SPAM
ana@gmail.com;pedro@gmail.com;Cita médica;Recuerda tu cita médica para mañana a las 10:00 AM.;2024-07-27 15:00:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
oferta_unica@correo.com;usuario12@gmail.com;¡Última oportunidad!;No dejes escapar esta oportunidad, ¡apúrate!;2024-07-27 17:15:00;3;sospechoso;1;1;0.3;Fail;1;0;2;0;SPAM
correo_importante@banco.com;usuario13@hotmail.com;Actualización de cuenta bancaria;Tu cuenta bancaria necesita una actualización urgente. Ingresa aquí: [enlace falso];2024-07-28 08:45:00;5;lista_negra;1;2;0.2;Fail;1;1;3;1;SPAM
juan@gmail.com;maria@gmail.com;Reunion;Nos vemos en la reunion de mañana;2024-07-28 10:30:00;0;comun;1;0;0.8;Pass;0;0;0;0;HAM
ganaste_un_premio@gana.com;usuario14@yahoo.com,usuario15@gmail.com,usuario16@hotmail.com;¡Premio sorpresa!;¡Has ganado un premio sorpresa! Reclámalo aquí: [enlace sospechoso];2024-07-28 12:00:00;6;sospechoso;3;3;0.1;Fail;1;1;4;1;SPAM
notificaciones@sistema.com;usuario17@gmail.com;Tu pedido ha sido enviado;Tu pedido número 1234 ha sido enviado. Puedes rastrearlo aquí: [enlace seguro];2024-07-28 14:15:00;0;comun;1;1;0.9;Pass;0;0;0;0;HAM
oferta_increible@promociones.com;usuario18@hotmail.com;Descuento especial!;¡Aprovecha nuestro descuento especial del 50%! ;2024-07-28 16:45:00;2;sospechoso;1;1;0.4;Fail;1;0;1;0;SPAM
soporte_tecnico@empresa.com;usuario19@yahoo.com;Problemas con tu cuenta;Por favor, verifica tu cuenta. Ingresa aquí: [enlace seguro];2024-07-29 09:30:00;1;comun;1;1;0.7;Pass;0;0;0;0;HAM
correo_phishing@email.com;usuario20@gmail.com,usuario21@hotmail.com;Acceso a tu cuenta;Necesitas verificar tu acceso a tu cuenta. Haz clic aqui: [enlace malicioso];2024-07-29 11:00:00;4;lista_negra;2;2;0.15;Fail;1;1;2;1;SPAM
luis@gmail.com;sofia@gmail.com;Planeación vacaciones;¿Qué tal si planeamos nuestras vacaciones?;2024-07-29 13:45:00;0;comun;1;0;0.95;Pass;0;0;0;0;HAM
remitente_spam@spam.com;usuario22@yahoo.com,usuario23@gmail.com;¡Oferta exclusiva!;No te pierdas esta oferta exclusiva. ¡Compra ahora!: [enlace sospechoso];2024-07-29 16:30:00;3;lista_negra;2;1;0.2;Fail;1;0;2;1;SPAM
correo_legitimo@empresa.com;cliente2@gmail.com;Factura;Adjunta factura número 5678. Gracias;2024-07-30 10:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
premio_mayor@premios.com;usuario24@hotmail.com,usuario25@yahoo.com;¡Has ganado!;¡Felicidades! Has ganado un premio. Reclámalo aquí: [enlace fraudulento];2024-07-30 11:45:00;5;sospechoso;2;2;0.1;Fail;1;1;3;1;SPAM
correo_falso@email.com;usuario26@gmail.com;Actualizacion urgente;Necesitas actualizar tu información. Click aquí: [enlace falso];2024-07-30 14:30:00;4;lista_negra;1;1;0.25;Fail;1;1;2;1;SPAM
sara@gmail.com;carlos@gmail.com;Proxima reunion;Nos vemos en la proxima reunion;2024-07-30 17:00:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
oferta_final@ofertas.com;usuario27@hotmail.com;¡No te lo pierdas!;¡Esta es tu última oportunidad! Compra ahora: [enlace sospechoso];2024-07-31 09:15:00;3;sospechoso;1;1;0.3;Fail;1;0;2;1;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
ventas@megaoferta.com;usuario1@gmail.com,usuario2@hotmail.com;¡Gane un carro!;¡Felicidades! Ha ganado un carro nuevo. Reclame su premio aquí: [enlace sospechoso].;2024-03-08 10:30:00;5;sospechoso;2;1;0.1;Fail;1;1;3;0;SPAM
info@grandes_oportunidades.net;cliente1@yahoo.com,cliente2@outlook.com,cliente3@gmail.com;Oferta increible;Aproveche esta increible oferta de credito, solo por hoy. ¡No se lo pierda!;2024-03-08 14:45:00;4;sospechoso;3;2;0.2;Fail;1;0;2;0;SPAM
servicioalcliente@bancofalso.co;ana.lopez@gmail.com;Actualizacion de su cuenta;Estimado cliente, actualice sus datos bancarios aqui: [enlace malicioso];2024-03-09 09:15:00;6;lista_negra;1;1;0.15;Fail;1;0;5;1;SPAM
notificaciones@empresa.com.co;juan.perez@gmail.com;Su paquete ha llegado;Su paquete está listo para ser recogido, haga clic aquí para más información: [enlace];2024-03-09 11:20:00;1;comun;1;0;0.8;Pass;0;0;0;0;HAM
soporte@empresa_real.com;usuario@gmail.com;Consulta sobre su pedido #1234;Gracias por su compra. Si tiene alguna duda, contáctenos.;2024-03-10 15:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
ganador@sorteo.com;persona1@hotmail.com,persona2@yahoo.com,persona3@gmail.com;¡Usted ha ganado!;¡Felicidades! Ha ganado un premio millonario.  Contáctenos ahora para reclamarlo;2024-03-11 10:00:00;7;sospechoso;3;1;0.2;Fail;1;1;4;0;SPAM
ofertas@promociones.co;correo1@gmail.com,correo2@outlook.com;Gran remate!;Aproveche nuestro gran remate, últimas unidades disponibles. ¡Compre ahora!;2024-03-11 16:30:00;3;sospechoso;2;2;0.3;Fail;1;0;2;0;SPAM
premio@correo.com;usuario1@gmail.com;Premio sorpresa!;¡Ha ganado un premio! Haga clic aqui para reclamarlo [enlace];2024-03-12 08:45:00;4;sospechoso;1;1;0.1;Fail;1;1;1;0;SPAM
contacto@negocio_legitimo.com;cliente@gmail.com;Factura #123;Adjunto encontrará su factura #123.  Saludos cordiales.;2024-03-12 12:15:00;0;comun;1;0;0.95;Pass;0;0;0;0;HAM
ofertas_especiales@correo.com;usuario_a@gmail.com,usuario_b@hotmail.com;Oferta imperdible;No deje pasar esta oferta imperdible, sólo por tiempo limitado. ;2024-03-13 10:20:00;2;sospechoso;2;1;0.25;Fail;1;0;1;0;SPAM
seguridad@banco_falso.com;usuario_c@outlook.com;Alerta de seguridad;Su cuenta ha sido comprometida.  Haga clic aquí para actualizar sus datos: [enlace peligroso];2024-03-13 14:30:00;6;lista_negra;1;1;0.1;Fail;1;0;2;1;SPAM
soporte_tecnico@empresa.com;cliente_d@gmail.com;Problema con su cuenta;Hemos detectado un problema con su cuenta. Por favor, contáctenos.;2024-03-14 09:00:00;1;comun;1;0;0.7;Neutral;0;0;1;0;HAM
promociones@tienda.com.co;correo1@hotmail.com;Descuento especial;Disfrute de un descuento especial en su próxima compra. ;2024-03-14 11:45:00;1;comun;1;0;0.85;Pass;0;0;0;0;HAM
noticias@empresa_real.com.co;usuario_e@gmail.com;Actualizacion importante;Una actualizacion importante sobre su cuenta.;2024-03-15 13:20:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
premios@sorteo_falso.com;usuario_f@outlook.com,usuario_g@yahoo.com;¡Ganador!;¡Felicidades! Ha ganado un viaje. Visite este enlace para más información [enlace];2024-03-15 17:00:00;5;sospechoso;2;1;0.2;Fail;1;1;2;0;SPAM
info@negocio_dudoso.com;usuario_h@gmail.com;Oferta de empleo;Gane dinero desde casa. ¡Inscribase ahora!;2024-03-16 09:30:00;3;sospechoso;1;1;0.3;Fail;1;0;1;0;SPAM
ganaste@sorteo.com.co;cliente_x@gmail.com,cliente_y@hotmail.com;¡Usted ha ganado un premio!;¡Felicidades! Reclame su premio aquí: [enlace];2024-03-16 12:45:00;4;sospechoso;2;1;0.1;Fail;1;1;1;1;SPAM
soporte@empresa_confiable.com;usuario_i@gmail.com;Su pedido ha sido enviado;Su pedido ha sido enviado. Puede rastrearlo aquí: [enlace de rastreo];2024-03-17 10:15:00;0;comun;1;1;0.9;Pass;0;0;0;0;HAM
ofertas@empresa_legitima.com;cliente_z@outlook.com;Nueva promoción;Aproveche nuestra nueva promoción. ;2024-03-17 15:30:00;1;comun;1;0;0.8;Pass;0;0;0;0;HAM
remitente_spam@correo.com;usuario1@gmail.com,usuario2@hotmail.com,usuario3@yahoo.com;Oferta exclusiva;No se pierda esta oferta exclusiva. Adjunto encontrará más información.;2024-03-18 11:00:00;3;sospechoso;3;1;0.2;Fail;1;1;2;0;SPAM
atencion_cliente@empresa_real.com;usuario@gmail.com;Factura #5678;Adjunta factura #5678. Gracias por su compra.;2024-03-18 14:45:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
premio_mayor@sorteo.com;varios_correos@example.com;Ganador del premio mayor!;Felicidades, ha ganado el premio mayor.  Para reclamarlo, visite [enlace];2024-03-19 09:30:00;6;sospechoso;3;1;0.1;Fail;1;1;4;0;SPAM
ganador@sorteo_falso.co;usuario_j@gmail.com;¡Premio sorpresa!;¡Ha ganado un gran premio! Haga clic aquí para reclamarlo [enlace];2024-03-19 13:15:00;5;sospechoso;1;1;0.2;Fail;1;1;3;0;SPAM
notificaciones@empresa_segura.com;usuario_k@outlook.com;Actualizacion de su cuenta;Estimado cliente, esta es una actualizacion de su cuenta.;2024-03-20 10:00:00;0;comun;1;0;0.95;Pass;0;0;0;0;HAM
oferta_unica@correo.com;usuario_l@gmail.com,usuario_m@hotmail.com;¡Oferta imperdible!;No deje pasar esta increíble oferta. ¡Compre ahora!;2024-03-20 16:30:00;3;sospechoso;2;1;0.2;Fail;1;0;2;0;SPAM
seguridad@banco_legitimo.com;cliente@gmail.com;Seguridad de su cuenta;Hemos detectado actividad sospechosa en su cuenta. Por favor revise.;2024-03-21 14:00:00;1;comun;1;0;0.75;Neutral;0;0;1;0;HAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
oferta_imperdible@spam.com;usuario1@mail.com,usuario2@mail.com,usuario3@mail.com;¡Gane un carro!;¡Felicidades! Ha ganado un carro nuevo.  Reclame su premio aquí: [enlace sospechoso];2024-07-26 10:30:00;5;lista_negra;3;2;0.2;Fail;1;1;8;0;SPAM
ganador_premio@spam.com.co;persona1@gmail.com,persona2@outlook.com;Premio sorpresa;Tiene un premio sorpresa esperando. ¡Reclámelo ahora!;2024-07-25 14:45:00;4;sospechoso;2;1;0.1;Fail;1;0;5;0;SPAM
banco_colombia_falso@mail.com;cliente1@hotmail.com;Actualice su información;Estimado cliente, actualice su información bancaria para evitar el bloqueo de su cuenta.  [enlace peligroso];2024-07-24 18:00:00;6;lista_negra;1;1;0.3;Fail;1;0;7;1;SPAM
notificacion@empresa.com;usuario4@gmail.com;¡Nueva promoción!;Aproveche nuestra nueva promoción con descuentos increíbles. ¡Compre ya!;2024-07-23 11:15:00;1;comun;1;0;0.8;Pass;0;0;1;0;HAM
ofertas_increibles@spam.co;correo1@yahoo.com,correo2@aol.com,correo3@gmail.com;¡Oferta única!;No deje pasar esta oferta única. Compre ahora antes de que se acabe.;2024-07-22 15:30:00;3;sospechoso;3;1;0.15;Fail;1;1;4;0;SPAM
amigo@gmail.com;amigo@gmail.com;Cita para almuerzo;Nos vemos para el almuerzo mañana a las 12?;2024-07-21 09:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
oferta_millonaria@spam.com.co;usuario5@mail.com,usuario6@outlook.com;¡Millones para usted!;Ha ganado un premio millonario. ¡Reclámelo ahora!;2024-07-20 17:45:00;7;lista_negra;2;3;0.2;Fail;1;1;9;1;SPAM
soporte_tecnico@spam.net;usuario7@hotmail.com;Problema con su cuenta;Tenemos un problema con su cuenta.  [enlace sospechoso];2024-07-19 12:15:00;4;sospechoso;1;2;0.3;Fail;1;0;6;1;SPAM
ganaste@mail.com;cliente2@gmail.com,cliente3@hotmail.com;¡Ha ganado!;¡Felicitaciones! Ha ganado un gran premio.  [enlace phising];2024-07-18 16:00:00;5;lista_negra;2;1;0.1;Fail;1;1;3;0;SPAM
maria@gmail.com;juan@gmail.com;Reunion;Nos vemos mañana a las 10:00am;2024-07-17 10:00:00;0;comun;1;0;0.95;Pass;0;0;0;0;HAM
premio_garantizado@spam.com;usuario8@yahoo.com;Su premio le espera;¡Su premio le espera! Reclámelo ahora mismo!;2024-07-16 13:30:00;3;sospechoso;1;1;0.2;Fail;1;0;4;0;SPAM
correo_importante@mail.com;usuario9@outlook.com;Actualizacion;Actualice su informacion ahora.;2024-07-15 18:45:00;2;sospechoso;1;1;0.1;Fail;1;0;3;1;SPAM
factura@empresa.com;cliente4@gmail.com;Factura pendiente;Su factura esta pendiente.  Adjunte el pago a este correo;2024-07-14 11:00:00;1;comun;1;0;0.7;Pass;0;0;1;0;HAM
ganador_lote@spam.net;usuario10@hotmail.com,usuario11@gmail.com;¡Ha ganado un lote!;Ha ganado un lote en la playa.  [enlace sospechoso];2024-07-13 15:15:00;6;lista_negra;2;2;0.25;Fail;1;1;7;0;SPAM
oferta_increible@spam.co;cliente5@outlook.com;¡Oferta irrechazable!;No pierda esta increíble oportunidad. ¡Compre ahora!;2024-07-12 19:30:00;4;sospechoso;1;1;0.1;Fail;1;0;6;1;SPAM
jose@gmail.com;ana@gmail.com;Salida;Vamos al cine esta noche?;2024-07-11 14:00:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
alerta_seguridad@spam.com;usuario12@yahoo.com;Alerta de seguridad;Se ha detectado actividad sospechosa en su cuenta.  [enlace peligroso];2024-07-10 10:45:00;5;lista_negra;1;2;0.2;Fail;1;0;8;0;SPAM
gran_oportunidad@spam.net;usuario13@gmail.com;¡Gane dinero!;Gane dinero facil y rapido.  [enlace fraudulento];2024-07-09 17:00:00;4;sospechoso;1;1;0.1;Fail;1;1;5;1;SPAM
urgente@mail.com;usuario14@outlook.com;Accion requerida;Accion requerida para evitar el cierre de su cuenta;2024-07-08 13:15:00;3;sospechoso;1;1;0.3;Fail;1;0;4;0;SPAM
notificacion_sistema@spam.com;usuario15@hotmail.com,usuario16@gmail.com;Actualizacion importante;Actualizacion importante de su cuenta;2024-07-07 11:30:00;2;lista_negra;2;1;0.15;Fail;1;1;2;1;SPAM
pedro@gmail.com;sofia@gmail.com;Feliz cumpleaños;Feliz cumpleaños, Sofia!;2024-07-06 16:45:00;0;comun;1;0;0.98;Pass;0;0;0;0;HAM
oferta_limitada@spam.co;usuario17@yahoo.com;¡Oferta por tiempo limitado!;No se pierda esta oferta por tiempo limitado. ¡Compre ahora!;2024-07-05 09:00:00;3;sospechoso;1;1;0.2;Fail;1;0;5;0;SPAM
suerte@mail.com;usuario18@gmail.com,usuario19@outlook.com;¡Ha ganado la loteria!;Ha ganado la loteria. Reclame su premio aqui;2024-07-04 14:15:00;7;lista_negra;2;3;0.2;Fail;1;1;9;1;SPAM
correo_importante@mail.com;cliente6@hotmail.com;Actualizacion de su cuenta;Estimado cliente, por favor actualice la informacion de su cuenta. Adjunte la documentacion requerida;2024-07-03 18:30:00;2;comun;1;0;0.8;Pass;0;1;2;0;HAM
oferta_exclusiva@spam.com;usuario20@gmail.com;¡Oferta exclusiva!;Oferta exclusiva para usted. ¡No la deje pasar!;2024-07-02 12:00:00;4;sospechoso;1;1;0.1;Fail;1;0;5;0;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
banco_colombia@correo.com;usuario1@gmail.com,usuario2@hotmail.com;Actualice su información bancaria;Estimado cliente, actualice su información bancaria para evitar el bloqueo de su cuenta.  ¡Haga clic aquí!: https://ejemplo.com/phishing;2024-03-08 10:30:00;3;sospechoso;2;1;0.8;Fail;1;1;5;0;SPAM
oferta_increible@promo.net;usuario3@yahoo.com,usuario4@outlook.com;¡Gane un Millón!;¡Felicitaciones! Ha ganado un millón de pesos. Reclame su premio aquí: enlace-malicioso.com;2024-03-08 12:45:00;5;lista_negra;2;1;0.9;Fail;1;0;7;1;SPAM
soporte_tecnico@ayuda.net;usuario5@gmail.com;Problema con su cuenta;Su cuenta ha sido comprometida. Para recuperar el acceso, haga clic aquí: sitio-falso.com;2024-03-08 14:20:00;4;sospechoso;1;1;0.7;Fail;1;1;3;0;SPAM
amigo@gmail.com;usuario6@gmail.com;¡Te extrañaba!;¡Hola, cómo estás? Te escribo para saber cómo te va. Saludos!;2024-03-08 16:55:00;0;comun;1;0;0.1;Pass;0;0;0;0;HAM
ganador_loteria@loteria.com;usuario7@hotmail.com,usuario8@yahoo.com,usuario9@outlook.com;¡Usted ganó!;Felicitaciones, ha ganado un premio de la lotería.  ¡Reclámelo ya!: enlace-phishing.com;2024-03-09 09:15:00;6;lista_negra;3;2;0.85;Fail;1;1;8;1;SPAM
ventas@empresa.com;cliente1@gmail.com;Oferta especial;Aproveche nuestra oferta especial del 50% de descuento.  Visite nuestra página web para más información.  www.ejemplo.com;2024-03-09 11:00:00;1;comun;1;1;0.5;Neutral;1;0;2;0;HAM
ofertas_increibles@email.com;usuario10@gmail.com;¡No lo puedes creer!;Ofertas increíbles que no puedes perderte!!!  Apúrate, ¡solo por hoy!: link-sospechoso.com;2024-03-09 13:30:00;7;sospechoso;1;2;0.9;Fail;1;0;9;1;SPAM
amigo2@gmail.com;usuario11@gmail.com;¿Cómo estás?;Espero que todo esté bien.  Cuéntame qué tal te va. Un abrazo!;2024-03-09 15:45:00;0;comun;1;0;0.2;Pass;0;0;0;0;HAM
notificacion_sistema@sistema.com;usuario12@hotmail.com;Actualización de seguridad;Estimado usuario, es necesario actualizar su contraseña para mejorar la seguridad de su cuenta.;2024-03-10 08:00:00;2;comun;1;0;0.3;Neutral;1;0;1;0;HAM
correo_importante@empresa2.com;cliente2@gmail.com,cliente3@outlook.com;Información urgente;Estimado cliente, tenga en cuenta esta información crucial. ¡Visite nuestra página web!;2024-03-10 09:30:00;1;comun;2;1;0.6;Neutral;1;0;2;0;HAM
premio_sorpresa@premio.com;usuario13@yahoo.com,usuario14@gmail.com,usuario15@outlook.com;¡Has ganado un carro!;¡Felicidades! Has ganado un carro nuevo. Reclámelo aquí: sitio-falso2.com;2024-03-10 11:15:00;5;lista_negra;3;1;0.9;Fail;1;1;6;1;SPAM
invitacion_evento@evento.com;usuario16@gmail.com;Invitación a evento;Te invitamos a nuestro evento especial. Más información en: www.evento.com;2024-03-10 14:00:00;0;comun;1;1;0.4;Pass;0;0;0;0;HAM
correo_importante@importante.com;cliente4@hotmail.com;Información de su cuenta;Para mejorar la seguridad de su cuenta, es necesario actualizar su información personal. Haga clic aquí: sitio-seguro.com;2024-03-10 16:30:00;1;comun;1;0;0.3;Pass;1;0;0;0;HAM
ofertas_exclusivas@ofertas.com;usuario17@gmail.com,usuario18@hotmail.com;Ofertas exclusivas;Aproveche nuestras ofertas exclusivas del día. Visite nuestra página: www.ofertas.com;2024-03-11 10:00:00;2;comun;2;1;0.7;Neutral;1;0;3;0;HAM
ganaste_un_viaje@viaje.com;usuario19@yahoo.com;Ganaste un viaje!;¡Felicitaciones! Has ganado un viaje a Cartagena. Reclama tu premio aquí: enlace-malicioso2.com;2024-03-11 11:45:00;4;lista_negra;1;1;0.8;Fail;1;0;5;1;SPAM
notificaciones@notificaciones.com;usuario20@gmail.com;Actualice su perfil;Por favor, actualice su perfil para evitar problemas con su cuenta.  Gracias;2024-03-11 13:30:00;1;comun;1;0;0.2;Pass;1;0;1;0;HAM
correo_promocional@promociones.com;usuario21@hotmail.com,usuario22@outlook.com;Gran promoción;Aproveche nuestra gran promoción.  ¡No se lo pierda!: www.promociones.com;2024-03-11 15:15:00;1;comun;2;1;0.6;Neutral;1;0;1;0;HAM
alerta_seguridad@seguridad.com;usuario23@gmail.com;Alerta de seguridad;Hemos detectado actividad sospechosa en su cuenta. Tome medidas de seguridad adicionales.  Gracias;2024-03-12 09:00:00;2;comun;1;0;0.4;Neutral;1;0;2;0;HAM
premio_mayor@premios.com;usuario24@yahoo.com,usuario25@gmail.com,usuario26@outlook.com;Gane el premio mayor!;¡Felicidades! Ha ganado el premio mayor.  Reclámelo ahora: link-phishing3.com;2024-03-12 10:45:00;6;lista_negra;3;2;0.9;Fail;1;1;7;1;SPAM
atencion_cliente@atencion.com;cliente5@gmail.com;Su pedido ha sido enviado;Su pedido ha sido enviado.  Puede rastrearlo aquí:  www.seguimiento.com;2024-03-12 12:30:00;0;comun;1;1;0.5;Pass;0;0;0;0;HAM
oferta_limitada@ofertas2.com;usuario27@hotmail.com;Oferta limitada;Oferta limitada por tiempo!  ¡No te la pierdas!;2024-03-12 14:15:00;3;sospechoso;1;1;0.7;Fail;1;0;4;1;SPAM
notificacion_cuenta@cuenta.com;usuario28@yahoo.com;Actualizacion de cuenta;Para mantener su cuenta segura, actualice su información. Gracias.;2024-03-12 16:00:00;1;comun;1;0;0.3;Pass;1;0;1;0;HAM
soporte_tecnico_urgente@soporte.com;usuario29@gmail.com,usuario30@outlook.com;Problema urgente;Hay un problema urgente con su cuenta, actualice sus datos ahora mismo;2024-03-13 09:45:00;4;sospechoso;2;1;0.8;Fail;1;1;3;1;SPAM
oferta_imperdible@oferta.com;usuario31@hotmail.com;Oferta imperdible;Aproveche esta oferta imperdible.  Solo por hoy;2024-03-13 11:30:00;2;sospechoso;1;1;0.6;Fail;1;0;2;1;SPAM
mensaje_personal@personal.com;amigo3@gmail.com;Saludos cordiales;Espero que te encuentres bien, un abrazo.;2024-03-13 13:15:00;0;comun;1;0;0.1;Pass;0;0;0;0;HAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
OfertasIncreíbles@ganadinero.com;usuario1@gmail.com,usuario2@hotmail.com,usuario3@yahoo.com;¡Gane Millones!;<html>¡Felicidades! Ha ganado un premio.  Reclame aquí: [enlace sospechoso].</html>;2024-07-26 10:30:00;5;sospechoso;3;1;0.8;Fail;1;1;7;1;SPAM
